1.2519552666160116,1.1157842614349334,1.1258178571644473,1.1158607899843842
1.0151360953084496,1.0556883569507671,1.023607314510507,1.1481177148527635
1.1370769934921325,1.0480877291773605,1.0233894121907925,1.0424947033781782
0.9799345401722184,0.9977646208093929,0.9737482737830063,0.9780817288626857
1.2741630934641446,1.1112154117901847,1.1325762889310096,1.1051150032603099
1.0,1.0,1.0,1.0
1.1814200266724348,1.0360754361087405,1.0230818849047694,0.9992894355453399
1.0,1.0,1.0,1.0
1.185009063148984,1.1873315693555124,1.194044684303106,1.352883903051551
1.2636693677415907,1.4963663565569185,1.2591025682381862,1.1963019738502239
1.5031206509188024,1.1826063940204423,1.1784223202534845,1.1157012340464703
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.3155940523549199,1.3617864440710645,1.6112570130444013,1.2238694612265077
1.4276249572080368,1.7786399093369594,1.5375976625776322,1.4487738766793097
1.0,1.0,1.0,1.0
